MUNICIPALITY,LAST_NAME,FIRST_NAME,OFFICE_FILLED,VOTES_FOR_CANDIDATE,VOTES_FOR_OFFICE,ELECTED_OR_ACCLAIMED,COUNCIL_INCUMBENT,OFFICE_INCUMBENT,OFFICE_SUBJECT_TO_RECOUNT
Tay Valley Tp,Thomas,Marilyn,Local Councillor,732,1709,Elected,No,No,No
Tay Valley Tp,Hallam,Greg,Local Councillor,481,1593,Elected,No,No,No
Tay Valley Tp,Pierman,Angela,Local Councillor,591,1593,Elected,No,No,No
Tay Valley Tp,Baker,Wayne,Local Councillor,389,2682,Elected,No,No,No
Tay Valley Tp,Kendrick,Andrew,Local Councillor,388,2682,Elected,No,No,No
Tay Valley Tp,Dobbie,Fred,Deputy Reeve,1551,2480,Elected,Yes,No,No
Tecumseh T,McNamara,Gary,Mayor,,,Acclaimed,Yes,Yes,No
Tecumseh T,Jobin,Tania,Local Councillor,612,835,Elected,Yes,Yes,No
Tecumseh T,Houston,Brian,Local Councillor,,,Acclaimed,Yes,Yes,No
Tecumseh T,Tonial,Rick 'Rico',Local Councillor,881,1181,Elected,Yes,Yes,No
Tecumseh T,Higgison,Alicia,Local Councillor,1068,1498,Elected,No,No,No
Tecumseh T,Dorner,James,Local Councillor,1139,1625,Elected,No,No,No
Tecumseh T,Bachetti,Joe,Deputy Mayor,,,Acclaimed,Yes,Yes,No
Tehkummah Tp,Deforge,John,Reeve,281,364,Elected,No,No,No
Tehkummah Tp,Leeson,Lorie,Local Councillor,161,1276,Elected,Yes,Yes,Yes
Tehkummah Tp,McKenzie,Michael,Local Councillor,199,1276,Elected,Yes,Yes,Yes
Tehkummah Tp,Chatwell,Perry,Local Councillor,300,1276,Elected,No,No,Yes
Tehkummah Tp,Wood,Steven,Local Councillor,233,1276,Elected,No,No,Yes
Temagami M,O'Mara,Dan,Mayor,,,Acclaimed,Yes,Yes,No
Temagami M,Koistinen,Jamie,Local Councillor,510,3637,Elected,Yes,Yes,No
Temagami M,Leudke,Barret,Local Councillor,444,3637,Elected,Yes,Yes,No
Temagami M,Youngs,Margaret,Local Councillor,506,3637,Elected,Yes,Yes,No
Temagami M,Gustavson,Wendell,Local Councillor,447,3637,Elected,No,No,No
Temagami M,Lowery,Carol,Local Councillor,383,3637,Elected,No,No,No
Temagami M,Platts,Jo-Anne,Local Councillor,425,3637,Elected,Yes,Yes,No
Temiskaming Shores C,Laferriere,Jeff,Mayor,1556,3346,Elected,Yes,No,No
Temiskaming Shores C,Foley,Jesse,Local Councillor,1825,20076,Elected,Yes,Yes,No
Temiskaming Shores C,Whalen,Danny,Local Councillor,1857,20076,Elected,Yes,Yes,No
Temiskaming Shores C,Pelletier-Lavigne,Nadia,Local Councillor,1758,20076,Elected,No,No,No
Temiskaming Shores C,Wilson,Mark,Local Councillor,1931,20076,Elected,No,No,No
Temiskaming Shores C,Ducharme,Melanie,Local Councillor,1798,20076,Elected,No,No,No
Temiskaming Shores C,Graydon,Ian,Local Councillor,1487,20076,Elected,No,No,No
Terrace Bay Tp,Malashewski,Paul,Mayor,417,642,Elected,Yes,No,No
Terrace Bay Tp,Johnson,Bert,Local Councillor,315,2330,Elected,Yes,Yes,No
Terrace Bay Tp,St Louis,Rick,Local Councillor,455,2330,Elected,Yes,Yes,No
Terrace Bay Tp,Adduono,Gary,Local Councillor,364,2330,Elected,No,No,No
Terrace Bay Tp,Dube,Chris,Local Councillor,381,2330,Elected,No,No,No
Thames Centre M,McMillan,Sharron,Mayor,2683,5199,Elected,No,No,No
Thames Centre M,Heeman,Thomas,Local Councillor,1304,1674,Elected,Yes,Yes,No
Thames Centre M,Deveau-Lockie,Danielle,Local Councillor,929,1913,Elected,No,No,No
Thames Centre M,Crockett,Chantel,Local Councillor,1012,1545,Elected,No,No,No
Thames Centre M,Smibert,Michelle,Deputy Mayor,3082,5095,Elected,No,No,No
The Archipelago Tp,Liverance,Bert,Reeve,,,Acclaimed,Yes,Yes,
The Archipelago Tp,MacLeod,Dan,Local Councillor,,,Acclaimed,Yes,Yes,
The Archipelago Tp,Frost,Peter,Local Councillor,,,Acclaimed,Yes,Yes,
The Archipelago Tp,Ashley,David,Local Councillor,,,Acclaimed,Yes,Yes,
The Archipelago Tp,Barton,Alice,Local Councillor,,,Acclaimed,Yes,Yes,
The Archipelago Tp,Emery,Laurie,Local Councillor,,,Acclaimed,Yes,Yes,
The Archipelago Tp,Manners,Earl,Local Councillor,,,Acclaimed,Yes,Yes,
The Archipelago Tp,Sheard,Scott,Local Councillor,,,Acclaimed,Yes,Yes,
The Archipelago Tp,Zanussi,Rick,Local Councillor,,,Acclaimed,Yes,Yes,
The Archipelago Tp,Lundy,Tom,Local Councillor,,,Acclaimed,No,No,
The Archipelago Tp,Cade Fraser,Darlene,Local Councillor,,,Acclaimed,No,No,
The Blue Mountains T,Matrosovs,Andrea,Mayor,1564,4073,Elected,Yes,No,No
The Blue Mountains T,Hope,Paula,Local Councillor,2947,15791,Elected,Yes,Yes,No
The Blue Mountains T,Ardiel,Gail,Local Councillor,2708,15791,Elected,No,No,No
The Blue Mountains T,Maxwell,Alex,Local Councillor,2160,15791,Elected,No,No,No
The Blue Mountains T,McKinlay,Shawn,Local Councillor,2439,15791,Elected,No,No,No
The Blue Mountains T,Porter,June,Local Councillor,2938,15791,Elected,No,No,No
The Blue Mountains T,Bordignon,Peter,Deputy Mayor,,,Acclaimed,Yes,Yes,No
The Nation M,Brière,Francis,Mayor,2103,4036,Elected,Yes,No,No
The Nation M,Forgues,Danik,Local Councillor,,,Acclaimed,Yes,Yes,No
The Nation M,Mainville,Alain,Local Councillor,,,Acclaimed,Yes,Yes,No
The Nation M,Stewart,Tim,Local Councillor,394,631,Elected,No,No,No
The Nation M,Lalande,Raymond,Local Councillor,357,615,Elected,No,No,No
The Nation M,Boisvenue,Daniel,Local Councillor,424,675,Elected,No,No,No
The Nation M,Drolet,Marjorie,Local Councillor,,,Acclaimed,No,No,No
The North Shore Tp,Moor,Anthony,Mayor,,,Acclaimed,Yes,Yes,No
The North Shore Tp,Menard,Len,Local Councillor,,,Acclaimed,Yes,Yes,No
The North Shore Tp,Roach,Mike,Local Councillor,95,175,Elected,No,No,No
The North Shore Tp,Simon,Tracey,Local Councillor,22,44,Elected,No,No,Yes
The North Shore Tp,Green,Robin,Local Councillor,,,Acclaimed,No,No,No
The South Bruce Peninsula T,Michi,Garry,Mayor,2853,5566,Elected,No,No,No
The South Bruce Peninsula T,Bell,Terry,Local Councillor,2269,5566,Elected,Yes,Yes,No
The South Bruce Peninsula T,Durst,Kathy,Local Councillor,2188,5566,Elected,Yes,Yes,No
The South Bruce Peninsula T,Hull,Caleb,Local Councillor,2371,5566,Elected,No,No,No
The South Bruce Peninsula T,Kirkland,Jay,Deputy Mayor,2139,5566,Elected,Yes,Yes,No
Thessalon T,Rosenberg,Bill,Mayor,,,Acclaimed,Yes,Yes,No
Thessalon T,Baron,Marcel,Local Councillor,,,Acclaimed,Yes,Yes,No
Thessalon T,Bird,Jordan,Local Councillor,,,Acclaimed,Yes,Yes,No
Thessalon T,Cooke,Tracey,Local Councillor,,,Acclaimed,Yes,Yes,No
Thessalon T,Rankin,Randy,Local Councillor,,,Acclaimed,Yes,Yes,No
Thessalon T,Tallon,Lindsay,Local Councillor,,,Acclaimed,Yes,Yes,No
Thessalon T,King,Kevin,Local Councillor,,,Acclaimed,No,No,No
Thornloe V,Miller,Wayne,Reeve,,,Acclaimed,No,No,
Thornloe V,Kiff,Cher,Local Councillor,,,Acclaimed,Yes,Yes,
Thornloe V,Peddie,Pauline,Local Councillor,,,Acclaimed,Yes,No,
Thornloe V,Addison,Robert,Local Councillor,,,Acclaimed,Yes,Yes,
Thornloe V,Peddie,Allan,Local Councillor,,,Acclaimed,Yes,Yes,
Thorold C,Ugulini,Terry,Mayor,3150,4332,Elected,Yes,Yes,No
Thorold C,Dekker,Nella,Local Councillor,1506,25580,Elected,Yes,Yes,No
Thorold C,DeRose,Carmen,Local Councillor,2024,25580,Elected,Yes,Yes,No
Thorold C,Handley,David,Local Councillor,1454,25580,Elected,Yes,Yes,No
Thorold C,Longo,Anthony,Local Councillor,1900,25580,Elected,Yes,Yes,No
Thorold C,Sentance,Ken,Local Councillor,1895,25580,Elected,Yes,Yes,No
Thorold C,D'Angela,Henry,Local Councillor,2133,25580,Elected,No,No,No
Thorold C,De Divitiis,Mike,Local Councillor,1645,25580,Elected,No,No,No
Thorold C,O'Hare,Tim,Local Councillor,1930,25580,Elected,No,No,No
Thunder Bay C,Boshcoff,Kenneth,Mayor,13538,35421,Elected,No,No,No
Thunder Bay C,Aiello,Albert,Local Councillor,3758,5936,Elected,Yes,Yes,No
Thunder Bay C,Bentz,Mark,Local Councillor,15548,140095,Elected,Yes,Yes,No
Thunder Bay C,Ch'Ng,Shelby,Local Councillor,13222,140095,Elected,Yes,Yes,No
Thunder Bay C,Foulds,Andrew,Local Councillor,3456,4614,Elected,Yes,Yes,No
Thunder Bay C,Giertuga,Trevor,Local Councillor,12185,140095,Elected,Yes,Yes,No
Thunder Bay C,Hamilton,Brian,Local Councillor,2178,4071,Elected,Yes,Yes,No
Thunder Bay C,Oliver,Kristen,Local Councillor,2222,4836,Elected,Yes,Yes,No
Thunder Bay C,Etreni,Kasey,Local Councillor,10184,140095,Elected,No,No,No
Thunder Bay C,Agarwal,Rajni,Local Councillor,10767,140095,Elected,No,No,No
Thunder Bay C,Zussino,Michael,Local Councillor,2115,6315,Elected,No,No,No
Thunder Bay C,Pasqualino,Dominic,Local Councillor,1957,4677,Elected,No,No,No
Thunder Bay C,Johnsen,Greg,Local Councillor,1322,3658,Elected,No,No,No
Tillsonburg T,Gilvesy,Deb,Mayor,2934,5376,Elected,Yes,No,No
Tillsonburg T,Beres,Dave,Local Councillor,3279,26340,Elected,Yes,Yes,No
Tillsonburg T,Luciani,Pete,Local Councillor,2674,26340,Elected,Yes,Yes,No
Tillsonburg T,Parker,Chris,Local Councillor,3161,26340,Elected,Yes,Yes,No
Tillsonburg T,Rosehart,Chris,Local Councillor,2336,26340,Elected,Yes,Yes,No
Tillsonburg T,Parsons,Bob,Local Councillor,2410,26340,Elected,No,No,No
Tillsonburg T,Spencer,Kelly,Local Councillor,2958,26340,Elected,No,No,No
Timmins C,Boileau,Michelle,Mayor,7403,12140,Elected,Yes,No,No
Timmins C,Robin,Cory,Local Councillor,2370,6650,Elected,Yes,Yes,No
Timmins C,Curley,John Patrick,Local Councillor,645,1357,Elected,Yes,Yes,No
Timmins C,Marks,Andrew,Local Councillor,2800,6650,Elected,Yes,Yes,No
Timmins C,Murray,Kristin,Local Councillor,3965,6650,Elected,Yes,Yes,No
Timmins C,Whissell,Rock,Local Councillor,,,Acclaimed,Yes,Yes,No
Timmins C,Feldman,Lorne,Local Councillor,449,979,Elected,No,No,No
Timmins C,Gvozdanovic,Bill,Local Councillor,372,730,Elected,No,No,No
Timmins C,Black,Steve,Local Councillor,3801,6650,Elected,No,No,No
Tiny Tp,Evans,David,Mayor,4102,6344,Elected,No,No,No
Tiny Tp,Walma,Steffen,Local Councillor,2698,17510,Elected,Yes,No,No
Tiny Tp,Brunelle,David,Local Councillor,2184,17510,Elected,No,No,No
Tiny Tp,Helowka,Kelly Peter,Local Councillor,2208,17510,Elected,No,No,No
Tiny Tp,Miskimins,Sean,Deputy Mayor,2537,6302,Elected,No,No,No
Toronto C,Tory,John,Mayor,342158,551890,Elected,Yes,Yes,No
Toronto C,Mantas,Nick,Local Councillor,8228,16831,Elected,Yes,Yes,No
Toronto C,Ainslie,Paul,Local Councillor,12483,16313,Elected,Yes,Yes,No
Toronto C,Bradford,Brad,Local Councillor,15169,27728,Elected,Yes,Yes,No
Toronto C,Carroll,Shelley,Local Councillor,12897,17965,Elected,Yes,Yes,No
Toronto C,Colle,Mike,Local Councillor,17109,24334,Elected,Yes,Yes,No
Toronto C,Crawford,Gary,Local Councillor,8216,23428,Elected,Yes,Yes,No
Toronto C,Fletcher,Paula,Local Councillor,20305,27433,Elected,Yes,Yes,No
Toronto C,Holyday,Stephen,Local Councillor,18559,25678,Elected,Yes,Yes,No
Toronto C,Matlow,Josh,Local Councillor,22670,26782,Elected,Yes,Yes,No
Toronto C,McKelvie,Jennifer,Local Councillor,14168,19601,Elected,Yes,Yes,No
Toronto C,Nunziata,Frances,Local Councillor,10077,21167,Elected,Yes,Yes,No
Toronto C,Pasternak,James,Local Councillor,12187,16574,Elected,Yes,Yes,No
Toronto C,Perks,Gord,Local Councillor,11149,31425,Elected,Yes,Yes,No
Toronto C,Perruzza,Anthony,Local Councillor,8707,14204,Elected,Yes,Yes,No
Toronto C,Robinson,Jaye,Local Councillor,16142,21749,Elected,Yes,Yes,No
Toronto C,Thompson,Michael,Local Councillor,9977,18057,Elected,Yes,Yes,No
Toronto C,Crisanti,Vincent,Local Councillor,6815,16595,Elected,No,No,No
Toronto C,Morley,Amber,Local Councillor,15271,32883,Elected,No,No,No
Toronto C,Bravo,Alejandra,Local Councillor,17009,24050,Elected,No,No,No
Toronto C,Malik,Ausma,Local Councillor,8033,21978,Elected,No,No,No
Toronto C,Saxe,Dianne,Local Councillor,8614,24351,Elected,No,No,No
Toronto C,Moise,Chris,Local Councillor,10457,21568,Elected,No,No,No
Toronto C,Burnside,Jon,Local Councillor,8147,18234,Elected,No,No,No
Toronto C,Cheng,Lily,Local Councillor,8337,19981,Elected,No,No,No
Toronto C,Myers,Jamaal,Local Councillor,5315,10403,Elected,No,No,No
Trent Hills M,Crate,Robert,Mayor,2499,4083,Elected,Yes,Yes,No
Trent Hills M,Brahaney,Gene,Local Councillor,240,475,Elected,Yes,Yes,No
Trent Hills M,English,Rick,Local Councillor,622,1009,Elected,Yes,Yes,No
Trent Hills M,Pope,Rob,Local Councillor,212,498,Elected,No,No,No
Trent Hills M,Giddings,Daniel,Local Councillor,618,1087,Elected,No,No,No
Trent Hills M,Savery,Dennis,Local Councillor,570,992,Elected,No,No,No
Trent Hills M,Metcalf,Michael,Deputy Mayor,2345,4069,Elected,Yes,No,No
Trent Lakes M,Lambshead,Terry,Mayor,1940,3142,Elected,Yes,No,No
Trent Lakes M,Franzen,Peter,Local Councillor,1766,3142,Elected,Yes,Yes,No
Trent Lakes M,Braybrook,John,Local Councillor,848,2040,Elected,No,No,No
Trent Lakes M,Cadigan,Joe,Local Councillor,347,1102,Elected,No,No,No
Trent Lakes M,Armstrong,Carol,Deputy Mayor,1772,3142,Elected,Yes,No,No
Tudor and Cashel Tp,Hederson,David,Mayor,382,674,Elected,No,No,No
Tudor and Cashel Tp,Chadwick,Jerry,Local Councillor,413,1530,Elected,No,No,No
Tudor and Cashel Tp,Holloway,Elaine,Local Councillor,409,1530,Elected,No,No,No
Tudor and Cashel Tp,Taylor,Brent,Local Councillor,408,1530,Elected,No,No,No
Tudor and Cashel Tp,Bridger,Bob,Deputy Mayor,354,671,Elected,Yes,No,No
Tweed M,Degenova,Don,Mayor,,,Acclaimed,No,No,No
Tweed M,Flieler,Jim,Local Councillor,1154,6194,Elected,Yes,Yes,No
Tweed M,Palmateer,Jacob,Local Councillor,1368,6194,Elected,Yes,Yes,No
Tweed M,Valiquette,Peter,Local Councillor,1305,6194,Elected,No,No,No
Tweed M,Demarsh,Jamie,Deputy Mayor,935,2328,Elected,Yes,No,No
Tyendinaga Tp,Kennelly,Claire,Reeve,649,1217,Elected,Yes,No,No
Tyendinaga Tp,McFarlane,Don,Local Councillor,,,Acclaimed,Yes,Yes,No
Tyendinaga Tp,Phillips,Jen,Local Councillor,,,Acclaimed,No,No,No
Tyendinaga Tp,Ogden,Dave,Local Councillor,,,Acclaimed,No,No,No
Tyendinaga Tp,Lang,Heather,Deputy Reeve,,,Acclaimed,Yes,No,No
Uxbridge Tp,Barton,Dave,Mayor,,,Acclaimed,Yes,Yes,No
Uxbridge Tp,Beach,Pamela,Local Councillor,654,1240,Elected,Yes,Yes,No
Uxbridge Tp,Popp,Willie,Local Councillor,,,Acclaimed,Yes,Yes,No
Uxbridge Tp,Snooks,Todd,Local Councillor,699,1263,Elected,Yes,Yes,No
Uxbridge Tp,Shreeve,Gordon,Local Councillor,745,1465,Elected,No,No,No
Uxbridge Tp,Pickering,Zed,Local Councillor,668,1217,Elected,No,No,No
Uxbridge Tp,Garrod,Bruce,Local and Regional Councillor,4468,6509,Elected,Yes,No,No
Val Rita-Harty Tp,Baril,Johanne,Mayor,165,289,Elected,Yes,Yes,No
Val Rita-Harty Tp,Beauvais,Angèle,Local Councillor,184,1156,Elected,Yes,Yes,No
Val Rita-Harty Tp,Lachance,Roger,Local Councillor,165,1156,Elected,Yes,Yes,No
Val Rita-Harty Tp,Lessard,Carole,Local Councillor,141,1156,Elected,Yes,Yes,No
Val Rita-Harty Tp,Tremblay,Alain,Local Councillor,157,1156,Elected,Yes,Yes,No
Vaughan C,Del Duca,Steven,Mayor,22699,59634,Elected,No,No,No
Vaughan C,Defrancesca,Rosanna,Local Councillor,6643,12867,Elected,Yes,Yes,No
Vaughan C,Iafrate,Marilyn,Local Councillor,8771,13553,Elected,Yes,Yes,No
Vaughan C,Volpentesta,Adriano,Local Councillor,7229,13409,Elected,No,No,No
Vaughan C,Ainsworth,Chris,Local Councillor,2705,6985,Elected,No,No,No
Vaughan C,Martow,Gila,Local Councillor,6601,12098,Elected,No,No,No
Vaughan C,Ferri,Mario,Local and Regional Councillor,27937,60935,Elected,Yes,Yes,No
Vaughan C,Jackson,Linda D.,Local and Regional Councillor,28398,60935,Elected,Yes,Yes,No
Vaughan C,Rosati,Gino,Local and Regional Councillor,27457,60935,Elected,Yes,Yes,No
Vaughan C,Racco,Mario G.,Local and Regional Councillor,19564,60935,Elected,No,No,No
Wainfleet Tp,Grant,Brian,Mayor,1067,2587,Elected,No,No,No
Wainfleet Tp,Gilmore,Terry,Local Councillor,1511,8409,Elected,Yes,Yes,No
Wainfleet Tp,MacLellan,John,Local Councillor,1115,8409,Elected,Yes,Yes,No
Wainfleet Tp,Van Vliet,Sherri,Local Councillor,1243,8409,Elected,Yes,Yes,No
Wainfleet Tp,Anderson,Joan,Local Councillor,1076,8409,Elected,No,No,No
Warwick Tp,Case,Todd,Mayor,907,1267,Elected,No,No,No
Warwick Tp,Morris,Wayne,Local Councillor,664,4948,Elected,Yes,Yes,No
Warwick Tp,Westgate,Jerry,Local Councillor,691,4948,Elected,Yes,Yes,No
Warwick Tp,Couwenberg,John,Local Councillor,729,4948,Elected,No,No,No
Warwick Tp,Manning,Joe,Local Councillor,607,4948,Elected,No,No,No
Wasaga Beach T,Smith,Brian,Mayor,4477,11639,Elected,No,No,No
Wasaga Beach T,Belanger,Joe,Local Councillor,2580,46477,Elected,Yes,Yes,No
Wasaga Beach T,Dileo,Sasha-Rose,Local Councillor,4988,46477,Elected,No,No,No
Wasaga Beach T,Ego,Faye,Local Councillor,4884,46477,Elected,No,No,No
Wasaga Beach T,Timms,Ellen,Local Councillor,5462,46477,Elected,No,No,No
Wasaga Beach T,White,Richard,Local Councillor,4779,46477,Elected,No,No,No
Wasaga Beach T,Snell,Tanya,Deputy Mayor,6217,11253,Elected,No,No,No
Waterloo C,McCabe,Dorothy,Mayor,9543,22435,Elected,No,No,No
Waterloo C,Bodaly,Royce,Local Councillor,1568,2525,Elected,Yes,Yes,No
Waterloo C,Freeman,Diane,Local Councillor,2647,3385,Elected,Yes,Yes,No
Waterloo C,Hanmer,Sandra,Local Councillor,1675,3098,Elected,Yes,Yes,No
Waterloo C,Vasic,Jen,Local Councillor,2194,3650,Elected,Yes,Yes,No
Waterloo C,Roach,Hans,Local Councillor,1404,2776,Elected,No,No,No
Waterloo C,Roe,Mary Lou,Local Councillor,896,2980,Elected,No,No,No
Waterloo C,Wright,Julie,Local Councillor,3041,4021,Elected,No,No,No
Wawa M,Pilon,Melanie,Mayor,,,Acclaimed,Yes,No,No
Wawa M,Cannon,Cathy,Local Councillor,406,2891,Elected,Yes,Yes,No
Wawa M,Hatfield,Mitch,Local Councillor,392,2891,Elected,Yes,Yes,No
Wawa M,Hoffmann,Jim,Local Councillor,523,2891,Elected,No,No,No
Wawa M,Opato,Joseph,Local Councillor,398,2891,Elected,No,No,No
Welland C,Campion,Frank,Mayor,6456,10894,Elected,Yes,Yes,No
Welland C,Chiocchio,John,Local Councillor,1060,3508,Elected,Yes,Yes,No
Welland C,DiMarco,Tony,Local Councillor,911,3313,Elected,Yes,Yes,No
Welland C,Fokkens,Bonnie,Local Councillor,840,2982,Elected,Yes,Yes,No
Welland C,Green,Bryan,Local Councillor,1197,3313,Elected,Yes,Yes,No
Welland C,Grimaldi,Mary Ann,Local Councillor,781,2760,Elected,Yes,Yes,No
Welland C,McLeod,David,Local Councillor,1013,3577,Elected,Yes,Yes,No
Welland C,Moote,Adam,Local Councillor,893,2760,Elected,Yes,Yes,No
Welland C,Richard,Claudette,Local Councillor,927,2561,Elected,Yes,Yes,No
Welland C,Speck,Graham,Local Councillor,910,2561,Elected,Yes,Yes,No
Welland C,Van Vliet,Leo,Local Councillor,745,3577,Elected,Yes,Yes,No
Welland C,Setaram,Sharmila,Local Councillor,961,3508,Elected,No,No,No
Welland C,Lee,Jamie,Local Councillor,668,2982,Elected,No,No,No
Wellesley Tp,Nowak,Joe,Mayor,,,Acclaimed,Yes,Yes,No
Wellesley Tp,Wagner,Shelley,Local Councillor,,,Acclaimed,Yes,Yes,No
Wellesley Tp,Brick,Derek,Local Councillor,613,1011,Elected,No,No,No
Wellesley Tp,Hergott,Claude,Local Councillor,423,749,Elected,No,No,No
Wellesley Tp,Sebben,Lori,Local Councillor,,,Acclaimed,No,No,No
Wellington North Tp,Lennox,Andy,Mayor,1646,3121,Elected,Yes,Yes,No
Wellington North Tp,Burke,Sherry,Local Councillor,843,952,Elected,Yes,Yes,No
Wellington North Tp,Hern,Lisa,Local Councillor,,,Acclaimed,Yes,Yes,No
Wellington North Tp,McCabe,Steve,Local Councillor,,,Acclaimed,Yes,Yes,No
Wellington North Tp,Renken,Penny,Local Councillor,382,836,Elected,No,No,No
West Elgin M,McPhail,Duncan,Mayor,,,Acclaimed,Yes,Yes,No
West Elgin M,Tellier,Taraesa,Local Councillor,238,344,Elected,Yes,Yes,No
West Elgin M,Denning,William,Local Councillor,,,Acclaimed,No,No,No
West Elgin M,Navakas,Michelle,Local Councillor,,,Acclaimed,No,No,No
West Elgin M,Leatham,Richard,Deputy Mayor,,,Acclaimed,Yes,Yes,No
West Grey M,Eccles,Kevin,Mayor,1834,4006,Elected,No,No,No
West Grey M,Hutchinson,Doug,Local Councillor,2090,4006,Elected,Yes,Yes,No
West Grey M,Shea,Geoffrey,Local Councillor,1437,4006,Elected,Yes,Yes,No
West Grey M,Foerster,Scott,Local Councillor,1502,4006,Elected,No,No,No
West Grey M,Nuhn,Joyce,Local Councillor,1710,4006,Elected,No,No,No
West Grey M,Townsend,Doug,Local Councillor,1656,4006,Elected,No,No,No
West Grey M,Hutchinson,Thomas,Deputy Mayor,2718,4006,Elected,Yes,Yes,No
West Lincoln Tp,Ganann,Cheryl,Mayor,3768,5508,Elected,Yes,No,No
West Lincoln Tp,Bradaric,Shelley Ann,Local Councillor,576,1325,Elected,Yes,Yes,No
West Lincoln Tp,Rehner,Mike,Local Councillor,680,1439,Elected,Yes,Yes,No
West Lincoln Tp,Reilly,William,Local Councillor,1938,2708,Elected,Yes,Yes,No
West Lincoln Tp,Trombetta,Jason,Local Councillor,1023,1439,Elected,Yes,Yes,No
West Lincoln Tp,Chechalk,Joann,Local Councillor,709,1325,Elected,No,No,No
West Lincoln Tp,Bell,Terry,Local Councillor,1671,2708,Elected,No,No,No
West Nipissing M,Rochon,Kathleen Thorne,Mayor,2698,6584,Elected,No,No,No
West Nipissing M,Rivard,Kris,Local Councillor,768,944,Elected,No,No,No
West Nipissing M,St. Louis,Roch,Local Councillor,909,1295,Elected,No,No,No
West Nipissing M,Gagné,Daniel,Local Councillor,711,952,Elected,No,No,No
West Nipissing M,Restoule,Jamie,Local Councillor,868,1111,Elected,No,No,No
West Nipissing M,Tessier,Anne,Local Councillor,388,683,Elected,No,No,No
West Nipissing M,Pellerin,Fernand,Local Councillor,445,612,Elected,No,No,No
West Nipissing M,Courchesne,Jérôme,Local Councillor,,,Acclaimed,No,No,No
West Nipissing M,Nicol,Kaitlynn,Local Councillor,234,520,Elected,No,No,No
West Perth M,McKenzie,Walter,Mayor,1893,2903,Elected,Yes,Yes,No
West Perth M,Duck,Ryan,Local Councillor,,,Acclaimed,Yes,Yes,No
West Perth M,Herold,Steven,Local Councillor,254,894,Elected,Yes,Yes,No
West Perth M,Vink,Nicholas,Local Councillor,,,Acclaimed,Yes,Yes,No
West Perth M,Rose,Murray,Local Councillor,1227,4089,Elected,Yes,Yes,No
West Perth M,Fournier,Andrew A,Local Councillor,,,Acclaimed,No,No,No
West Perth M,Chessell,Diane,Local Councillor,,,Acclaimed,No,No,No
West Perth M,Feltz,Doug,Local Councillor,1097,4089,Elected,No,No,No
West Perth M,O'Donnell,Phillip,Local Councillor,842,4089,Elected,No,No,No
West Perth M,Foster,Alex,Local Councillor,239,894,Elected,No,No,No
West Perth M,Trentowsky,W. Dean,Deputy Mayor,1761,28633,Elected,Yes,No,No
Westport V,Jones,Robin,Mayor,291,454,Elected,Yes,Yes,No
Westport V,Carty,Ami,Local Councillor,357,1418,Elected,Yes,Yes,No
Westport V,Card,Barry,Local Councillor,277,1418,Elected,Yes,Yes,No
Westport V,Aragona,Giuseppe,Local Councillor,258,1418,Elected,No,No,No
Westport V,Crapper,Martin,Local Councillor,341,1418,Elected,No,No,No
Whitby T,Roy,Elizabeth,Mayor,12654,23526,Elected,Yes,No,No
Whitby T,Lee,Steve,Local Councillor,,,Acclaimed,Yes,Yes,No
Whitby T,Cardwell,Matt,Local Councillor,2995,6977,Elected,No,No,No
Whitby T,Lundquist,Niki,Local Councillor,2492,4544,Elected,No,No,No
Whitby T,Bozinovski,Victoria,Local Councillor,2431,6110,Elected,No,No,No
Whitby T,Leahy,Chris,Local and Regional Councillor,12541,72675,Elected,Yes,Yes,No
Whitby T,Mulcahy,Rhonda,Local and Regional Councillor,12947,72675,Elected,Yes,Yes,No
Whitby T,Yamada,Steve,Local and Regional Councillor,12287,72675,Elected,Yes,Yes,No
Whitby T,Shahid,Maleeha,Local and Regional Councillor,11441,72675,Elected,Yes,No,No
Whitchurch - Stouffville T,Lovatt,Iain,Mayor,6125,11855,Elected,Yes,Yes,No
Whitchurch - Stouffville T,Bartley,Richard,Local Councillor,1198,2039,Elected,Yes,Yes,No
Whitchurch - Stouffville T,Kroon,Hugo T.,Local Councillor,651,1143,Elected,Yes,Yes,No
Whitchurch - Stouffville T,Sherban,Sue,Local Councillor,1388,2636,Elected,Yes,Yes,No
Whitchurch - Stouffville T,Smith,Maurice,Local Councillor,1253,2373,Elected,Yes,Yes,No
